Onset,Duration,Annotation
+0.0000000,,Markon: w
+29.9230050,,Markoff: w
+30.0177090,,Markon: w
+59.8927460,,Markoff: w
+60.0354180,,Markon: w
+89.9104550,,Markoff: w
+90.0700000,,Markon: 1
+119.9810000,,Markoff: 1
+120.0354180,,Markon: w
+146.2940000,,Trigger-12
+148.4550000,,Trigger-2
+148.5110000,,Trigger-14
+149.9635820,,Markoff: w
+150.0177090,,Markon: w
+150.5890000,,Trigger-12
+152.7090000,,Trigger-2
+152.7640000,,Trigger-10
+154.8420000,,Trigger-12
+179.9458730,,Markoff: w
+180.0170000,,Markon: 1
+202.6170000,,Trigger-12
+204.8020000,,Trigger-2
+208.9620000,,Trigger-2
+209.9100000,,Markoff: 1
+210.0530000,,Markon: 1
+239.9630000,,Markoff: 1
+240.0000000,,Markon: 1
+269.9810000,,Markoff: 1
+270.0530000,,Markon: 1
+299.9280000,,Markoff: 1
+300.0350000,,Markon: 2
+306.5600000,,spindle
+308.6030000,0.895000,Spindle
+309.9720000,0.895000,Spindle
+314.4340000,0.895000,Spindle
+321.0030000,0.895000,Spindle
+329.9810000,,Markoff: 2
+330.0350000,,Markon: 2
+337.6550000,0.895000,Spindle
+359.7470000,,k-complex
+359.9450000,,Markoff: 2
+360.0170000,,Markon: 2
+372.7100000,0.895000,Spindle
+386.1500000,0.895000,Spindle
+389.9280000,,Markoff: 2
+390.0170000,,Markon: 1
+419.9100000,,Markoff: 1
+420.0170000,,Markon: 1
+442.9460000,,Spindle
+446.8950000,,Spindle
+449.9280000,,Markoff: 1
+450.0700000,,Markon: 2
+450.7000000,,Spindle
+458.8610000,,Spindle
+465.3110000,0.105000,Spindle
+479.8570000,,Markoff: 2
+480.0354180,,Markon: 2
+481.5950000,0.105000,Spindle
+509.9670000,,Markoff: 2
+510.0280000,,Markon: 1
+539.9210000,,Markoff: 1
+539.9281640,,Markoff: 2
+540.0708360,,Markon: 2
+542.3370000,,Spindle
+554.0000000,,Spindle
+569.9812910,,Markoff: 2
+570.0350000,,Markon: 1
+571.4280000,,Spindle
+599.9630000,,Markoff: 1
+600.0350000,,Markon: 1
+624.3190000,,Spindle
+625.8470000,0.158000,Spindle
+629.9630000,,Markoff: 1
+630.0530000,,Markon: w
+659.9450000,,Markoff: w
+660.0530000,,Markon: 2
+666.7400000,,Spindle
+675.8030000,0.158000,Spindle
+689.9100000,,Markoff: 2
+690.0350000,,Markon: w
+719.9280000,,Markoff: w
+720.0160000,,Markon: 2
+733.1830000,0.158000,Spindle
+749.9270000,,Markoff: 2
+750.0531270,,Markon: 2
+760.2740000,0.158000,Spindle
+764.0110000,0.158000,Spindle
+766.6050000,0.158000,Spindle
+779.8927460,,Markoff: 2
+780.0000000,,Markon: 2
+785.3500000,0.158000,Spindle
+791.8990000,0.561000,k-complex
+792.3130000,0.158000,Spindle
+809.9635820,,Markoff: 2
+810.0280000,,Markon: 1
+839.9390000,,Markoff: 1
+840.0530000,,Markon: 1
+840.6690000,,Spindle
+842.9730000,,Spindle
+847.1590000,,Spindle
+850.3710000,,Spindle
+869.8920000,,Markoff: 1
+870.0000000,,Markon: 1
+899.0370000,,spindle
+899.9630000,,Markoff: 1
+900.0520000,,Markon: 2
+908.9490000,,Spindle
+917.3870000,,Spindle
+927.2340000,0.132000,K-Complex
+929.9620000,,Markoff: 2
+930.0350000,,Markon: 1
+959.9450000,,Markoff: 1
+960.0531270,,Markon: 2
+970.3580000,0.132000,Spindle
+988.0055482,0.132000,Spindle
+989.8573280,,Markoff: 2
+990.0170000,,Markon: 1
+1019.9450000,,Markoff: 1
+1020.2062910,,Markon: 2
+1035.8300000,0.434000,Spindle
+1040.8360000,,Trigger-12
+1042.9560000,,Trigger-2
+1043.0120000,,Trigger-14
+1045.0900000,,Trigger-12
+1047.2030000,0.434000,Spindle
+1047.2100000,,Trigger-2
+1047.2660000,,Trigger-10
+1049.2040000,0.434000,Spindle
+1049.3430000,,Trigger-12
+1050.1344550,,Markoff: 2
+1050.4844180,,Markon: 2
+1051.4630000,,Trigger-2
+1051.5190000,,Trigger-10
+1052.1400000,0.434000,Spindle
+1053.5970000,,Trigger-12
+1055.7300000,,Trigger-2
+1055.7870000,,Trigger-14
+1057.8630000,,Trigger-12
+1059.9960000,,Trigger-2
+1060.0520000,,Trigger-14
+1064.3560000,0.434000,Spindle
