Onset,Duration,Annotation
+0.0160000,,Marker: Markon: w
+29.9333210,,Marker: Markoff: w
+30.0820990,,Marker: Markon: w
+59.9661600,,Marker: Markoff: w
+60.0328400,,Marker: Markon: 1
+89.9661600,,Marker: Markoff: 1
+90.0000000,,Marker: Markon: 1
+119.9661600,,Marker: Markoff: 1
+120.0328400,,Marker: Markon: 1
+149.9004810,,Marker: Markoff: 1
+150.0492590,,Marker: Markon: 1
+179.9661600,,Marker: Markoff: 1
+180.0328400,,Marker: Markon: w
+209.9497410,,Marker: Markoff: w
+210.0260000,,Marker: Markon: 1
+239.9600000,,Marker: Markoff: 1
+240.0160000,,Marker: Markon: 1
+269.9490000,,Marker: Markoff: 1
+270.0000000,,Marker: Markon: 1
+299.9490000,,Marker: Markoff: 1
+300.0650000,,Marker: Markon: 1
+329.9160000,,Marker: Markoff: 1
+330.0320000,,Marker: Markon: 1
+359.9490000,,Marker: Markoff: 1
+360.0160000,,Marker: Markon: 1
+389.9330000,,Marker: Markoff: 1
+390.0490000,,Marker: Markon: 1
+419.9660000,,Marker: Markoff: 1
+420.0160000,,Marker: Markon: 1
+450.0800000,,Markoff: 1
+450.0820000,,Marker: Markon: 1
+480.0810000,,Marker: Markoff: 1
+480.0820000,,Marker: Markon: 2
+496.0820000,,spindle
+502.4180000,,spindle
+507.7160000,0.105000,Spindle
+509.9660000,,Marker: Markoff: 2
+510.0320000,,Marker: Markon: 2
+523.4200000,0.105000,Spindle
+526.7820000,,spindle
+530.0150000,0.105000,Spindle
+539.9490000,,Marker: Markoff: 2
+540.0340000,0.105000,Marker: Markon: 2
+543.2110000,0.105000,Spindle
+553.0280000,0.105000,Spindle
+566.1530000,0.105000,Spindle
+568.9820000,0.105000,Marker: Markoff: 2
+569.0490000,,Marker: Markon: 1
+598.9820000,,Marker: Markoff: 1
+599.0320000,,Marker: Markon: 2
+612.4040000,0.105000,Spindle
+622.3030000,0.105000,Spindle
+624.5390000,0.105000,Spindle
+628.9660000,,Marker: Markoff: 2
+629.0490000,,Marker: Markon: 2
+631.1450000,0.105000,Spindle
+633.2880000,0.105000,Spindle
+639.4350000,0.105000,Spindle
+641.6700000,0.280000,k-complex
+658.9330000,,Marker: Markoff: 2
+659.0490000,,Marker: Markon: 2
+668.1990000,0.105000,Spindle
+671.7910000,0.105000,Spindle
+678.6210000,0.105000,Spindle
+684.6210000,0.105000,Spindle
+686.0420000,0.105000,Spindle
+688.9490000,,Marker: Markoff: 2
+689.0320000,,Marker: Markon: 2
+717.5770000,,spindle
+718.9820000,,Marker: Markoff: 2
+719.0320000,,Marker: Markon: 2
+726.1480000,0.105000,Spindle
+728.8380000,0.280000,k-complex
+744.1480000,0.105000,Spindle
+747.1760000,0.105000,Spindle
+748.9330000,,Marker: Markoff: 2
+749.0000000,,Marker: Markon: 2
+760.1550000,0.105000,Spindle
+778.0450000,0.105000,Spindle
+778.9660000,,Marker: Markoff: 2
+779.0160000,,Marker: Markon: 2
+787.5220000,0.105000,Spindle
+787.9790000,,k-complex
+798.0350000,0.280000,k-complex
+798.2640000,0.105000,Spindle
+808.9560000,0.105000,Spindle
+808.9660000,,Marker: Markoff: 2
+809.0320000,,Marker: Markon: 2
+813.8200000,0.280000,spindle
+819.1560000,,k-complex
+828.1530000,0.105000,Spindle
+838.9490000,,Marker: Markoff: 2
+839.0490000,,Marker: Markon: 2
+839.6980000,0.280000,k-complex
+839.7470000,0.105000,Spindle
+849.6420000,0.105000,Spindle
+855.6420000,0.105000,Spindle
+862.3780000,0.105000,Spindle
+865.7340000,0.105000,Spindle
+868.9490000,,Marker: Markoff: 2
+869.0320000,,Marker: Markon: 2
+872.5300000,0.280000,spindle
+879.0630000,0.280000,spindle
+881.7480000,0.105000,Spindle
+898.8840000,,Marker: Markoff: 2
+899.0320000,,Marker: Markon: 2
+901.3410000,0.105000,Spindle
+902.8550000,0.105000,Spindle
+915.9620000,0.105000,Spindle
+928.9490000,,Marker: Markoff: 2
+929.0160000,,Marker: Markon: 2
+940.9090000,0.105000,Spindle
+948.9370000,0.105000,Spindle
+951.8060000,0.105000,Spindle
+953.7410000,0.105000,Spindle
+958.9160000,,Marker: Markoff: 2
+959.0320000,,Marker: Markon: 2
+962.8060000,0.105000,Spindle
+967.6707850,0.280000,spindle
+981.4090000,0.449000,k-complex
+988.9660000,,Marker: Markoff: 2
+1001.7920000,0.449000,k-complex
+1002.0690000,0.105000,Spindle
+1009.8670000,0.449000,spindle
+1011.3720000,0.105000,Spindle
+1018.9791962,,Marker: Markoff: 2
+1018.9990000,,Marker: Markon: 2
+1019.0420000,0.105000,Spindle
+1028.6480000,0.105000,Spindle
+1048.9970000,,Marker: Markoff: 2
+1049.0820000,,Marker: Markon: 2
+1055.4620000,0.105000,Spindle
+1067.0410000,0.105000,Spindle
+1078.9160000,,Marker: Markoff: 2
+1079.0000000,,Marker: Markon: 3
+1081.1260000,0.105000,Spindle
+1088.5660000,,k-complex
+1093.8370000,,k-complex
+1094.2120000,,spindle
+1108.9825800,,Marker: Markoff: 3
+1109.0650000,,Marker: Markon: 2
+1116.2720000,0.105000,Spindle
+1121.0720000,,spindle
+1122.0250000,,k-complex
+1122.6420000,,spindle
+1131.9170000,0.105000,Spindle
+1138.9490000,,Marker: Markoff: 2
