Onset,Duration,Annotation
+0.523,,Marker:Markon:w
+30.3334265,,Marker:Markoff:w
+30.702465,,Marker:Markoff:w
+60.333,,Marker:Markoff:w
+60.7231725,,Marker:Markoff:w
+90.333,,Marker:Markoff:w
+90.7041906,,Marker:Markoff:w
+120.333,,Marker:Markoff:w
+120.7369775,,Marker:Markoff:w
+150.333,,Marker:Markoff:w
+150.7559594,,Marker:Markoff:w
+180.333,,Marker:Markoff:w
+180.7594106,,Marker:Markoff:w
+210.333,,Marker:Markoff:w
+210.7041906,,Marker:Markoff:w
+240.333,,Marker:Markoff:w
+240.736,,Marker:Markon:w
+270.342,,Marker:Markoff:w
+270.745,,Marker:Markon:w
+300.333,,Marker:Markoff:w
+300.745,,Marker:Markon:w
+330.333,,Marker:Markoff:w
+330.745,,Marker:Markon:w
+360.333,,Marker:Markoff:w
+360.745,,Marker:Markon:1
+390.333,,Marker:Markoff:1
+390.745,,Marker:Markon:1
+420.333,,Marker:Markoff:1
+420.7255867,,Marker:Markon:1
+441.3997772,,spindle
+450.333,,Marker:Markoff:1
+450.745,,Marker:Markon:1
+463.9080716,,spindle
+468.0668291,,spindle
+480.333,,Marker:Markoff:1
+480.745,,Marker:Markon:1
+510.333,,Marker:Markoff:1
+510.745,,Marker:Markon:1
+514.085811,,spindle
+540.333,,Marker:Markoff:1
+540.745,,Marker:Markon:1
+570.333,,Marker:Markoff:1
+570.745,,Marker:Markon:1
+600.333,,Marker:Markoff:1
+600.745,,Marker:Markon:1
+601.3938352,,spindle
+614.979685,,spindle
+630.333,,Marker:Markoff:1
+630.745,,Marker:Markon:1
+638.8381837,,spindle
+660.333,,Marker:Markoff:1
+660.745,,Marker:Markon:1
+679.3386151,,spindle
+690.333,,Marker:Markoff:1
+690.745,,Marker:Markon:1
+702.4632916,,spindle
+720.333,,Marker:Markoff:1
+720.745,,Marker:Markon:1
+749.5418075,,spindle
+750.333,,Marker:Markoff:1
+750.745,,Marker:Markon:1
+780.333,,Marker:Markoff:1
+780.745,,Marker:Markon:1
+784.6796427,,spindle
+791.2964365,,spindle
+810.333,,Marker:Markoff:1
+810.7147946,,Marker:Markon:1
+822.355352,,spindle
+837.0364538,,spindle
+840.333,,Marker:Markoff:1
+840.745,,Marker:Markon:1
+870.333,,Marker:Markoff:1
+870.745,,Marker:Markon:1
+892.5714555,,spindle
+895.571,,spindle
+900.333,,Marker:Markoff:1
+900.745,,Marker:Markon:1
+925.0266005,,spindle
+930.333,,Marker:Markoff:1
+930.745,,Marker:Markon:1
+949.2743865,,spindle
+956.9278714,,spindle
+960.333,,Marker:Markoff:1
+960.745,,Marker:Markon:1
+988.8834141,,spindle
+990.333,,Marker:Markoff:1
+990.745,,Marker:Markon:1
+1015.6955289,,spindle
+1020.299182,,Markon:Markoff:2
+1020.5229663,,spindle
+1020.719,,Markon:Markon:2
+1024.4713503,,spindle
+1027.2280371,,spindle
+1030.228,,k-complex
+1050.299,,Markon:Markoff:2
+1050.719,,Markon:Markon:2
+1053.4980603,,spindle
+1057.6732113,,spindle
+1060.624031,,spindle
+1066.517905,,spindle
+1071.0476721,,spindle
+1075.1037549,,spindle
